featureID,VSURF_score,MeanDecreaseAccuracy,GNPSLinkout_Cluster,GNPSLinkout_Network,INCHI,LibraryID,MQScore,RTConsensus,RTMean,RTStdErr,Smiles,SpectrumID,SumPeakIntensity,UniqueFileSourcesCount,cluster.index,componentindex,number.of.spectra,parent.mass,precursor.charge,precursor.mass,sum.precursor.intensity.,MolNetEnhancer_CF_componentindex,MolNetEnhancer_CF_NrNodes,MolNetEnhancer_CF_kingdom,MolNetEnhancer_CF_kingdom_score,MolNetEnhancer_CF_superclass,MolNetEnhancer_CF_superclass_score,MolNetEnhancer_CF_class,MolNetEnhancer_CF_class_score,MolNetEnhancer_CF_subclass,MolNetEnhancer_CF_subclass_score,MolNetEnhancer_CF_Dparent,MolNetEnhancer_CF_Dparent_score,MolNetEnhancer_CF_MFramework,MolNetEnhancer_CF_MFramework_score,Qemistree_csi_smiles,Qemistree_ms2_smiles,Qemistree_ms2_library_match,Qemistree_structure_source,Qemistree_kingdom,Qemistree_superclass,Qemistree_class,Qemistree_subclass,Qemistree_direct_parent
id_404,9.32208264393996e-05,0.00174514180965794,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""404.0"""",""""main.cluster index_upperinput"""":""""404.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=801&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,"",Pheophorbide A,0.750679,9.404,9.404,0,CCC1=C2C=C3C(=C4C(=O)C(C(=C5C(C(C(=N5)C=C6C(=C(C(=CC(=C1C)N2)N6)C=C)C)C)CCC(=O)O)C4=N3)C(=O)OC)C,CCMSLIB00000076748,224947900,75,404,801,75,593.2756,1,593.2756,224947900,801,5,Organic compounds,1,Lipids and lipid-like molecules,0.30357143,Prenol lipids,0.30357143,"",0.38928571,Tigliane and ingenane diterpenoids,0.16428571,Aromatic heteropolycyclic compounds,0.55714286,C=CC1=C2C=C3C(=C(CC)C(=CC4=NC5=C(C(C(=O)C5=C4C)C(=O)OC)C6=NC(=CC(=C1C)N2)C(C)C6CCC(=O)O)N3)C,CCC1=C2C=C3C(=C4C(=O)C(C(=C5C(C(C(=N5)C=C6C(=C(C(=CC(=C1C)N2)N6)C=C)C)C)CCC(=O)O)C4=N3)C(=O)OC)C,Pheophorbide A,MS2,Organic compounds,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Chlorins,Chlorins
id_411,0.0012107138205398,0.00133770001927897,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""411.0"""",""""main.cluster index_upperinput"""":""""411.0""""}",This Node is a Singleton,N/A,N/A,N/A,0.5362,0.5362,0,N/A,N/A,179460200,37,411,-1,37,540.8922,1,540.8922,179460200,S54,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_423,1.74305319237753e-05,0.00192706155632985,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""423.0"""",""""main.cluster index_upperinput"""":""""423.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1",2'-deoxyadenosine,0.982281,0.8065,0.8065,0,N/A,CCMSLIB00004719800,1168424000,91,423,147,91,252.1091,1,252.1091,1168424000,147,41,Organic compounds,0.87804878,Organoheterocyclic compounds,0.2188734,Purine nucleosides,0.13519164,"",0.207259,Purine nucleosides,0.08278165,Aromatic heteropolycyclic compounds,0.42266744,C1C(CO)OC(C1O)N2C=NC3=C2N=CN=C3N,missing,2'-deoxyadenosine,CSIFingerID,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 3'-deoxyribonucleosides,Purine 3'-deoxyribonucleosides
id_44249,1.17946063432072e-05,0.00146868726419432,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""44249.0"""",""""main.cluster index_upperinput"""":""""44249.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=71&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,4.7357,4.7357,0,N/A,N/A,169890400,22,44249,71,22,455.3845,1,455.3845,169890400,71,26,Organic compounds,0.96153846,Lipids and lipid-like molecules,0.75819597,Prenol lipids,0.59407814,Triterpenoids,0.35424298,Triterpenoids,0.35424298,Aliphatic homopolycyclic compounds,0.55595238,CCCCCCC(CC=CCCCCCCCC(=NCCCC(C(=O)[O-])[N+](C)(C)C)O)O,missing,missing,CSIFingerID,unclassified,unclassified,unclassified,unclassified,unclassified
id_453,0.000173386263451772,0.00222214902772178,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""453.0"""",""""main.cluster index_upperinput"""":""""453.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=241&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,"InChI=1S/C19H38O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-18(21)15-19(22)16-23-17(2)20/h18-19,21-22H,3-16H2,1-2H3","NCGC00178646-02!2,4-dihydroxyheptadecyl acetate",0.714209,8.343,8.343,0,CCCCCCCCCCCCCC(O)CC(O)COC(C)=O,CCMSLIB00000846264,88269960,73,453,241,73,331.2848,1,331.2848,88269960,241,19,Organic compounds,1,Lipids and lipid-like molecules,0.92992899,Fatty Acyls,0.77788221,Fatty alcohols,0.47170008,Long-chain fatty alcohols,0.26388889,Aliphatic acyclic compounds,0.7816416,CCCCCCCCCCCCCCCC(=O)OCC(CO)O,CCCCCCCCCCCCCC(O)CC(O)COC(C)=O,"NCGC00178646-02!2,4-dihydroxyheptadecyl acetate",MS2,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols
id_474,0.000296593312026569,0.00122918610723489,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""474.0"""",""""main.cluster index_upperinput"""":""""474.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=122&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5187,0.5187,0,N/A,N/A,415795100,61,474,122,61,182.9622,1,182.9622,415795100,122,2,Organic compounds,1,Organohalogen compounds,0.83333333,Organofluorides,0.41666667,"",0.58333333,Organofluorides,0.41666667,Aliphatic acyclic compounds,0.83333333,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_49,0.00496428994195973,0.00220766400411443,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""49.0"""",""""main.cluster index_upperinput"""":""""49.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5199,0.5199,0,N/A,N/A,8501215000,105,49,85,105,265.0156,1,265.0156,8501215000,85,99,Organic compounds,0.62626263,Organoheterocyclic compounds,0.33272407,Indoles and derivatives,0.18434343,"",0.2843274,Indoles and derivatives,0.18181818,Aromatic heteropolycyclic compounds,0.27734087,COC1=C(C=C(C(=C1)N(=O)=O)OS(=O)(=O)O)N,missing,missing,CSIFingerID,Organic compounds,Benzenoids,Benzene and substituted derivatives,Nitrobenzenes,Nitrophenyl ethers
id_524,0.002787725556864,0.00290534577639841,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""524.0"""",""""main.cluster index_upperinput"""":""""524.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=617&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,"",Loliolide,0.779862,3.5975,3.5975,0,CC1(CC(CC2(C1=CC(=O)O2)C)O)C,CCMSLIB00004680136,191134700,71,524,617,71,197.1173,1,197.1173,191134700,617,6,Organic compounds,1,Organoheterocyclic compounds,0.44444444,Prenol lipids,0.29861111,"",0.29861111,Sesquiterpenoids,0.21527778,Aliphatic homomonocyclic compounds,0.31944444,CC(C)C1CCC(=CC1=O)CC(=O)O,CC1(CC(CC2(C1=CC(=O)O2)C)O)C,Loliolide,MS2,Organic compounds,Organoheterocyclic compounds,Benzofurans,unclassified,Benzofurans
id_53,0.0148464325859868,0.00108291306175094,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""53.0"""",""""main.cluster index_upperinput"""":""""53.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5206,0.5206,0,N/A,N/A,5731317000,86,53,85,86,223.989,1,223.989,5731317000,85,99,Organic compounds,0.62626263,Organoheterocyclic compounds,0.33272407,Indoles and derivatives,0.18434343,"",0.2843274,Indoles and derivatives,0.18181818,Aromatic heteropolycyclic compounds,0.27734087,C1=C(N(C(=C1S(=O)(=O)O)O)C(=O)O)O,missing,missing,CSIFingerID,Organic compounds,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,"1-sulfo,2-unsubstituted aromatic compounds"
id_56380,0.000129517391663509,0.00244671855921856,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""56380.0"""",""""main.cluster index_upperinput"""":""""56380.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,6.0983,6.0983,0,N/A,N/A,92507070,24,56380,9,24,359.2177,1,359.2177,92507070,9,57,Organic compounds,0.94736842,Lipids and lipid-like molecules,0.28285993,Carboxylic acids and derivatives,0.24096352,"Amino acids, peptides, and analogues",0.22227792,Ergosterols and derivatives,0.04181286,Aromatic heteropolycyclic compounds,0.24952659,CC(C)(C)C(=NC(CCCC(C(=O)O)N=C(C(C)(C)C)O)C(=O)O)O,missing,missing,CSIFingerID,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids
id_578,0.00154230064414239,0.00138277773735091,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""578.0"""",""""main.cluster index_upperinput"""":""""578.0""""}",This Node is a Singleton,N/A,N/A,N/A,4.6676,4.6676,0,N/A,N/A,27669760,20,578,-1,20,645.4945,1,645.4945,27669760,S72,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_59505,1.08542650761273e-05,0.000927233524988943,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""59505.0"""",""""main.cluster index_upperinput"""":""""59505.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=353&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,6.4797,6.4797,0,N/A,N/A,95609030,21,59505,353,21,333.2061,1,333.2061,95609030,353,2,Organic compounds,1,Lipids and lipid-like molecules,0.8452381,Fatty Acyls,0.61904762,Eicosanoids,0.46428571,Prostaglandins and related compounds,0.30952381,Aliphatic homomonocyclic compounds,0.30952381,CC#CCCC(C=CC1CCC(=O)C1CC=CCCCC(=O)O)O,missing,missing,CSIFingerID,unclassified,unclassified,unclassified,unclassified,unclassified
id_625,0.000343351461307301,0.00121688496982615,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""625.0"""",""""main.cluster index_upperinput"""":""""625.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1220&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,"InChI=1S/C19H38O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-18(21)15-19(22)16-23-17(2)20/h18-19,21-22H,3-16H2,1-2H3","NCGC00178646-02!2,4-dihydroxyheptadecyl acetate [IIN-based: Match]",0.76448,8.3383,8.3383,0,CCCCCCCCCCCCCC(O)CC(O)COC(C)=O,CCMSLIB00005723208,61706030,60,625,1220,60,313.2738,1,313.2738,61706030,1220,2,Organic compounds,1,Lipids and lipid-like molecules,0.87301587,Fatty Acyls,0.87301587,Fatty alcohols,0.49206349,Long-chain fatty acids,0.25396825,Aliphatic acyclic compounds,0.74603175,CCCCCCCCCCCCCCCC(=O)OCCC=O,CCCCCCCCCCCCCC(O)CC(O)COC(C)=O,"NCGC00178646-02!2,4-dihydroxyheptadecyl acetate [IIN-based: Match]",MS2,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols
id_632,7.28466468522126e-05,0.00164504643962848,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""632.0"""",""""main.cluster index_upperinput"""":""""632.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,7.8978,7.8978,0,N/A,N/A,637009900,126,632,27,126,463.1309,1,463.1309,637009900,27,26,Organic compounds,0.65384615,Phenylpropanoids and polyketides,0.19629121,Benzene and substituted derivatives,0.10770757,"",0.06498779,Phenylpyrrolidines,0.05769231,Aromatic heteropolycyclic compounds,0.49038462,CC(C(CSC1C(C(C(C(CO)O1)OC2C(C(C(C(CO)O2)O)O)O)O)O)S)O,missing,missing,CSIFingerID,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Thioglycosides
id_6818,0.00154652900992071,0.00229728840019788,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""6818.0"""",""""main.cluster index_upperinput"""":""""6818.0""""}",This Node is a Singleton,N/A,N/A,N/A,0.5188,0.5188,0,N/A,N/A,344964600,53,6818,-1,53,382.9284,1,382.9284,344964600,S294,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_6869,0.000251955867549825,0.00142520767520768,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""6869.0"""",""""main.cluster index_upperinput"""":""""6869.0""""}",This Node is a Singleton,N/A,N/A,N/A,0.5233,0.5233,0,N/A,N/A,189706600,59,6869,-1,59,416.9186,1,416.9186,189706600,S305,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_687,3.0091108813218e-05,0.00124406001927224,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""687.0"""",""""main.cluster index_upperinput"""":""""687.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,6.9206,6.9206,0,N/A,N/A,1107083000,67,687,118,67,194.1177,1,194.1177,1107083000,118,85,Organic compounds,0.97647059,Benzenoids,0.40898693,Benzene and substituted derivatives,0.35828665,Benzoic acids and derivatives,0.35093371,Benzoic acid esters,0.35093371,Aromatic homomonocyclic compounds,0.35812325,CC(CC1=CC=C2C(=C1)OCO2)NC,missing,missing,CSIFingerID,Organic compounds,Organoheterocyclic compounds,Benzodioxoles,unclassified,Benzodioxoles
id_690,7.83275870443522e-05,0.00154063772966212,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""690.0"""",""""main.cluster index_upperinput"""":""""690.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,5.9447,5.9447,0,N/A,N/A,760374000,51,690,118,51,194.1177,1,194.1177,760374000,118,85,Organic compounds,0.97647059,Benzenoids,0.40898693,Benzene and substituted derivatives,0.35828665,Benzoic acids and derivatives,0.35093371,Benzoic acid esters,0.35093371,Aromatic homomonocyclic compounds,0.35812325,CC(CC1=CC=C2C(=C1)OCO2)NC,missing,missing,CSIFingerID,Organic compounds,Organoheterocyclic compounds,Benzodioxoles,unclassified,Benzodioxoles
id_7218,4.89428366508786e-05,0.00132857887310599,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""7218.0"""",""""main.cluster index_upperinput"""":""""7218.0""""}",This Node is a Singleton,N/A,N/A,N/A,4.3575,4.3575,0,N/A,N/A,31006640,32,7218,-1,32,257.1287,1,257.1287,31006640,S368,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,CCC1=C2C(=C(C=N1)OC)C3=C(C(=CC=C3)OC)N2,missing,missing,CSIFingerID,Organic compounds,Alkaloids and derivatives,Harmala alkaloids,unclassified,Harmala alkaloids
id_7266,6.75698084304337e-05,0.00221130750485589,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""7266.0"""",""""main.cluster index_upperinput"""":""""7266.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=380&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14,0.962616,6.6448,6.6448,0,N/A,CCMSLIB00003136720,329755400,56,7266,380,56,524.372,1,524.372,329755400,380,24,Organic compounds,1,Lipids and lipid-like molecules,0.76101191,Glycerophospholipids,0.48531746,Glycerophosphocholines,0.42876984,2-acyl-sn-glycero-3-phosphocholines,0.25362103,Aliphatic acyclic compounds,0.49573413,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O,missing,Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14,CSIFingerID,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,1-acyl-sn-glycero-3-phosphocholines
id_7358,0.00633560619656443,0.00154964471582119,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""7358.0"""",""""main.cluster index_upperinput"""":""""7358.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5221,0.5221,0,N/A,N/A,130456200,52,7358,85,52,165.0511,1,165.0511,130456200,85,99,Organic compounds,0.62626263,Organoheterocyclic compounds,0.33272407,Indoles and derivatives,0.18434343,"",0.2843274,Indoles and derivatives,0.18181818,Aromatic heteropolycyclic compounds,0.27734087,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_7407,0.00127280598062564,0.00145469212961473,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""7407.0"""",""""main.cluster index_upperinput"""":""""7407.0""""}",This Node is a Singleton,N/A,N/A,N/A,8.2902,8.2902,0,N/A,N/A,29889320,57,7407,-1,57,256.2636,1,256.2636,29889320,S391,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,CCCCCCCCCCCCCCN=C(C)O,missing,missing,CSIFingerID,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Acetamides
id_744,0.00210642157797844,0.00241246523539527,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""744.0"""",""""main.cluster index_upperinput"""":""""744.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5208,0.5208,0,N/A,N/A,277770100,82,744,85,82,355.9804,1,355.9804,277770100,85,99,Organic compounds,0.62626263,Organoheterocyclic compounds,0.33272407,Indoles and derivatives,0.18434343,"",0.2843274,Indoles and derivatives,0.18181818,Aromatic heteropolycyclic compounds,0.27734087,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_747,0.000136482078430214,0.00212620896992263,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""747.0"""",""""main.cluster index_upperinput"""":""""747.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.6364,0.6364,0,N/A,N/A,581877600,73,747,34,73,180.1019,1,180.1019,581877600,34,7,Organic compounds,0.85714286,Organic acids and derivatives,0.38180272,Carboxylic acids and derivatives,0.38180272,"Amino acids, peptides, and analogues",0.38180272,Aminobenzoic acids,0.15476191,Aromatic homomonocyclic compounds,0.58815193,CCC1=CC(=CC=N1)C(=O)OCC,missing,missing,CSIFingerID,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Pyridinecarboxylic acids
id_769,1.09587253596281e-05,0.000937719298245614,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""769.0"""",""""main.cluster index_upperinput"""":""""769.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=760&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,8.5113,8.5113,0,N/A,N/A,277962300,78,769,760,78,609.2704,1,609.2704,277962300,760,4,Organic compounds,1,Lipids and lipid-like molecules,0.43055556,Prenol lipids,0.40277778,Diterpenoids,0.26388889,Rhamnofolane and daphnane diterpenoids,0.13888889,Aromatic heteropolycyclic compounds,0.65277778,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_806,0.00169688578957986,0.00159442821844185,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""806.0"""",""""main.cluster index_upperinput"""":""""806.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5199,0.5199,0,N/A,N/A,294217500,88,806,85,88,260.0101,1,260.0101,294217500,85,99,Organic compounds,0.62626263,Organoheterocyclic compounds,0.33272407,Indoles and derivatives,0.18434343,"",0.2843274,Indoles and derivatives,0.18181818,Aromatic heteropolycyclic compounds,0.27734087,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_826,0.000116875596331781,0.00145895128686037,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""826.0"""",""""main.cluster index_upperinput"""":""""826.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5207,0.5207,0,N/A,N/A,327190500,69,826,85,69,468.915,1,468.915,327190500,85,99,Organic compounds,0.62626263,Organoheterocyclic compounds,0.33272407,Indoles and derivatives,0.18434343,"",0.2843274,Indoles and derivatives,0.18181818,Aromatic heteropolycyclic compounds,0.27734087,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_861,0.000609049790585416,0.00102918892253258,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""861.0"""",""""main.cluster index_upperinput"""":""""861.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5201,0.5201,0,N/A,N/A,293105100,67,861,85,67,470.9126,1,470.9126,293105100,85,99,Organic compounds,0.62626263,Organoheterocyclic compounds,0.33272407,Indoles and derivatives,0.18434343,"",0.2843274,Indoles and derivatives,0.18181818,Aromatic heteropolycyclic compounds,0.27734087,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_889,0.00265884578903553,0.00182951712574627,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""889.0"""",""""main.cluster index_upperinput"""":""""889.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5171,0.5171,0,N/A,N/A,292695400,90,889,85,90,337.9697,1,337.9697,292695400,85,99,Organic compounds,0.62626263,Organoheterocyclic compounds,0.33272407,Indoles and derivatives,0.18434343,"",0.2843274,Indoles and derivatives,0.18181818,Aromatic heteropolycyclic compounds,0.27734087,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
