sampleid	ATTRIBUTE_MostAbundant	ATTRIBUTE_SampleType	ATTRIBUTE_Site_code	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
metabolite61032	CCA	Coral,CCA	nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61032.0"",""main.cluster index_upperinput"":""61032.0""}"	This Node is a Singleton	N/A	N/A	N/A	1.2624	1.2624	0	N/A	N/A	3774568.211	3	-1	3	229.1547	1	229.1547	3774568.211
metabolite61037	CCA	CCA	M4,M5,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61037.0"",""main.cluster index_upperinput"":""61037.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=436&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	InChI=1S/C16H24O3/c1-14-10-7-5-3-2-4-6-8-11-15(17)12-9-13-16(18)19-14/h2-3,5,7,9,13-15,17H,4,6,8,10-12H2,1H3/b3-2-,7-5+,13-9+	NCGC00385962-01_C16H24O3_	0.941521	9.9252	9.9252	0	CC1C\C=C\C=C/CCCCC(O)C\C=C\C(=O)O1	CCMSLIB00000854835	198945265.5	6	436	6	247.1668	1	247.1668	198945265.5
metabolite61078	CCA	CCA	M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61078.0"",""main.cluster index_upperinput"":""61078.0""}"	This Node is a Singleton	N/A	N/A	N/A	7.7885	7.7885	0	N/A	N/A	13839239.19	7	-1	7	643.4162	1	643.4162	13839239.19
metabolite611	Coral	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""611.0"",""main.cluster index_upperinput"":""611.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=196&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	9.151	9.151	0	N/A	N/A	187091359	100	196	100	244.1908	1	244.1908	187091359
metabolite61106	CCA	CCA	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61106.0"",""main.cluster index_upperinput"":""61106.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.702	5.702	0	N/A	N/A	47637631.74	5	-1	5	511.3408	1	511.3408	47637631.74
metabolite61115	CCA	CCA	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61115.0"",""main.cluster index_upperinput"":""61115.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.867	5.867	0	N/A	N/A	13067692.32	4	-1	4	511.341	1	511.341	13067692.32
metabolite61116	CCA	CCA	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61116.0"",""main.cluster index_upperinput"":""61116.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1051&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.8125	7.8125	0	N/A	N/A	4904796.91	4	1051	4	495.346	1	495.346	4904796.91
metabolite61134	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61134.0"",""main.cluster index_upperinput"":""61134.0""}"	This Node is a Singleton	N/A	N/A	N/A	0.7392	0.7392	0	N/A	N/A	19023328.78	9	-1	9	205.9799	1	205.9799	19023328.78
metabolite61138	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61138.0"",""main.cluster index_upperinput"":""61138.0""}"	This Node is a Singleton	N/A	N/A	N/A	3.4967	3.4967	0	N/A	N/A	6660631.996	11	-1	11	677.2812	1	677.2812	6660631.996
metabolite61148	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61148.0"",""main.cluster index_upperinput"":""61148.0""}"	This Node is a Singleton	N/A	N/A	N/A	3.3235	3.3235	0	N/A	N/A	44194636.68	13	-1	13	677.2817	1	677.2817	44194636.68
metabolite61150	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61150.0"",""main.cluster index_upperinput"":""61150.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=71&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.1587	4.1587	0	N/A	N/A	85229259.73	15	71	15	495.3795	1	495.3795	85229259.73
metabolite61173	CCA	Coral,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61173.0"",""main.cluster index_upperinput"":""61173.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=54&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.3395	6.3395	0	N/A	N/A	128525827	15	54	15	295.2267	1	295.2267	128525827
metabolite61185	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61185.0"",""main.cluster index_upperinput"":""61185.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.7782	6.7782	0	N/A	N/A	12859056.03	6	42	6	685.429	1	685.429	12859056.03
metabolite61190	CCA	CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61190.0"",""main.cluster index_upperinput"":""61190.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.9601	4.9601	0	N/A	N/A	239076649.2	17	118	17	194.1179	1	194.1179	239076649.2
metabolite61191	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61191.0"",""main.cluster index_upperinput"":""61191.0""}"	This Node is a Singleton	N/A	N/A	N/A	4.95	4.95	0	N/A	N/A	23896831.6	4	-1	4	913.7889	1	913.7889	23896831.6
metabolite61192	CCA	CCA	M3,M6,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61192.0"",""main.cluster index_upperinput"":""61192.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=903&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	3.6951	3.6951	0	N/A	N/A	8402066.293	9	903	9	404.2654	1	404.2654	8402066.293
metabolite61193	CCA	CCA	M3,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61193.0"",""main.cluster index_upperinput"":""61193.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=725&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.7083	5.7083	0	N/A	N/A	3887443.753	3	725	3	672.4778	1	672.4778	3887443.753
metabolite61198	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61198.0"",""main.cluster index_upperinput"":""61198.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	8.8006	8.8006	0	N/A	N/A	21310059.6	9	9	9	439.3896	1	439.3896	21310059.6
metabolite61199	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61199.0"",""main.cluster index_upperinput"":""61199.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=500&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.1108	4.1108	0	N/A	N/A	13792199.23	14	500	14	388.2699	1	388.2699	13792199.23
metabolite61202	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61202.0"",""main.cluster index_upperinput"":""61202.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=729&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	8.1527	8.1527	0	N/A	N/A	9381409.229	6	729	6	321.2426	1	321.2426	9381409.229
metabolite61203	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61203.0"",""main.cluster index_upperinput"":""61203.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=249&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.1295	6.1295	0	N/A	N/A	7334793.898	7	249	7	714.434	1	714.434	7334793.898
metabolite61206	CCA	CCA	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61206.0"",""main.cluster index_upperinput"":""61206.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1297&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	3.1674	3.1674	0	N/A	N/A	209977226.2	5	1297	5	293.0392	1	293.0392	209977226.2
metabolite61208	CCA	CCA	M3,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61208.0"",""main.cluster index_upperinput"":""61208.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1297&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	3.1674	3.1674	0	N/A	N/A	203029253.7	4	1297	4	291.0414	1	291.0414	203029253.7
metabolite61211	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61211.0"",""main.cluster index_upperinput"":""61211.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.0629	7.0629	0	N/A	N/A	32271648.65	10	42	10	689.4601	1	689.4601	32271648.65
metabolite61214	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61214.0"",""main.cluster index_upperinput"":""61214.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.3043	6.3043	0	N/A	N/A	8004247.627	8	-1	8	385.1782	1	385.1782	8004247.627
metabolite61215	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61215.0"",""main.cluster index_upperinput"":""61215.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=174&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.7248	6.7248	0	N/A	N/A	14138860.89	8	174	8	235.1327	1	235.1327	14138860.89
metabolite61216	CCA	CCA	M3,M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61216.0"",""main.cluster index_upperinput"":""61216.0""}"	This Node is a Singleton	N/A	N/A	N/A	7.0351	7.0351	0	N/A	N/A	4686026.16	5	-1	5	451.3037	1	451.3037	4686026.16
metabolite61217	CCA	CCA	M3,M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61217.0"",""main.cluster index_upperinput"":""61217.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.024	7.024	0	N/A	N/A	11152420.55	7	9	7	397.3429	1	397.3429	11152420.55
metabolite61225	CCA	CCA	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61225.0"",""main.cluster index_upperinput"":""61225.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.705	6.705	0	N/A	N/A	3387408.722	3	-1	3	640.4761	1	640.4761	3387408.722
metabolite61229	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61229.0"",""main.cluster index_upperinput"":""61229.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.744	7.744	0	N/A	N/A	6753076.737	9	42	9	649.466	1	649.466	6753076.737
metabolite61231	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61231.0"",""main.cluster index_upperinput"":""61231.0""}"	This Node is a Singleton	N/A	N/A	N/A	8.3757	8.3757	0	N/A	N/A	16389442.18	10	-1	10	642.4943	1	642.4943	16389442.18
metabolite61232	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61232.0"",""main.cluster index_upperinput"":""61232.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.0629	6.0629	0	N/A	N/A	10499178.93	8	-1	8	686.4849	1	686.4849	10499178.93
metabolite61233	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61233.0"",""main.cluster index_upperinput"":""61233.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	8.3749	8.3749	0	N/A	N/A	22666214.26	10	42	10	647.4498	1	647.4498	22666214.26
metabolite61234	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61234.0"",""main.cluster index_upperinput"":""61234.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.5724	5.5724	0	N/A	N/A	5057281.296	5	-1	5	331.1907	1	331.1907	5057281.296
metabolite61239	CCA	CCA	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61239.0"",""main.cluster index_upperinput"":""61239.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=220&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	3.7122	3.7122	0	N/A	N/A	202191639.1	5	220	5	313.0022	1	313.0022	202191639.1
metabolite61241	CCA	CCA	M3,M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61241.0"",""main.cluster index_upperinput"":""61241.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=702&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.0424	4.0424	0	N/A	N/A	6860455.572	6	702	6	358.1971	1	358.1971	6860455.572
metabolite61243	CCA	CCA	M3,M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61243.0"",""main.cluster index_upperinput"":""61243.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.6272	5.6272	0	N/A	N/A	1974480.656	3	42	3	677.4326	1	677.4326	1974480.656
metabolite61245	CCA	CCA	M3,M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61245.0"",""main.cluster index_upperinput"":""61245.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.4615	6.4615	0	N/A	N/A	7335034.009	4	-1	4	697.3586	1	697.3586	7335034.009
metabolite61246	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61246.0"",""main.cluster index_upperinput"":""61246.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=816&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.2468	6.2468	0	N/A	N/A	18808949.03	9	816	9	699.3875	2	350.1937	18808949.03
metabolite61247	CCA	CCA	M3,M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61247.0"",""main.cluster index_upperinput"":""61247.0""}"	This Node is a Singleton	N/A	N/A	N/A	4.9172	4.9172	0	N/A	N/A	5937136.34	6	-1	6	821.5862	1	821.5862	5937136.34
metabolite61248	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61248.0"",""main.cluster index_upperinput"":""61248.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.0319	6.0319	0	N/A	N/A	5972755.332	8	-1	8	670.455	1	670.455	5972755.332
metabolite61249	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61249.0"",""main.cluster index_upperinput"":""61249.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.56	6.56	0	N/A	N/A	14767988.16	9	-1	9	677.4225	1	677.4225	14767988.16
metabolite61250	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61250.0"",""main.cluster index_upperinput"":""61250.0""}"	This Node is a Singleton	N/A	N/A	N/A	3.9654	3.9654	0	N/A	N/A	6979661.188	6	-1	6	413.1908	1	413.1908	6979661.188
metabolite61251	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61251.0"",""main.cluster index_upperinput"":""61251.0""}"	This Node is a Singleton	N/A	N/A	N/A	3.3836	3.3836	0	N/A	N/A	36372345.66	12	-1	12	661.2868	1	661.2868	36372345.66
metabolite61257	CCA	Coral,CCA	M3,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61257.0"",""main.cluster index_upperinput"":""61257.0""}"	This Node is a Singleton	N/A	N/A	N/A	8.645	8.645	0	N/A	N/A	16340603.16	3	-1	3	426.2766	1	426.2766	16340603.16
metabolite61261	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61261.0"",""main.cluster index_upperinput"":""61261.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=621&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	3.9654	3.9654	0	N/A	N/A	5880494.279	6	621	6	407.172	1	407.172	5880494.279
metabolite61262	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61262.0"",""main.cluster index_upperinput"":""61262.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.1377	6.1377	0	N/A	N/A	4930639.858	6	42	6	679.4404	1	679.4404	4930639.858
metabolite61266	CCA	CCA	M3,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61266.0"",""main.cluster index_upperinput"":""61266.0""}"	This Node is a Singleton	N/A	N/A	N/A	3.7566	3.7566	0	N/A	N/A	3639277.719	4	-1	4	429.2341	1	429.2341	3639277.719
metabolite61267	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61267.0"",""main.cluster index_upperinput"":""61267.0""}"	This Node is a Singleton	N/A	N/A	N/A	4.8515	4.8515	0	N/A	N/A	13515163.33	9	-1	9	823.6044	1	823.6044	13515163.33
metabolite61269	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61269.0"",""main.cluster index_upperinput"":""61269.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.2995	5.2995	0	N/A	N/A	5414171.392	8	-1	8	367.211	1	367.211	5414171.392
metabolite61271	CCA	CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61271.0"",""main.cluster index_upperinput"":""61271.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=395&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	9.588	9.588	0	N/A	N/A	4354628.575	8	395	8	624.4837	1	624.4837	4354628.575
metabolite61273	CCA	CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61273.0"",""main.cluster index_upperinput"":""61273.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=62&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.0171	6.0171	0	N/A	N/A	34135334.07	9	62	9	331.1903	1	331.1903	34135334.07
metabolite61279	CCA	CCA	M3,M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""61279.0"",""main.cluster index_upperinput"":""61279.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.5406	6.5406	0	N/A	N/A	3560180.735	4	-1	4	699.4038	1	699.4038	3560180.735
