"","featureID","p_val","sum_sq","f_val","tuk_Coral_CCA_diff","tuk_Coral_CCA_p","tuk_Limu_CCA_diff","tuk_Limu_CCA_p","tuk_Limu_Coral_diff","tuk_Limu_Coral_p","adj_p_val","Limu_MA","Coral_MA","CCA_MA","sample_type_DA","CCA","Coral","Limu","MeanDecreaseAccuracy","MeanDecreaseGini","RF_selection","LM_selection","X","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","LibraryID","MQScore","RTConsensus","RTMean","RTStdErr","Smiles","SpectrumID","SumPeakIntensity","UniqueFileSourcesCount","cluster.index","componentindex","number.of.spectra","parent.mass","precursor.charge","precursor.mass","sum.precursor.intensity.","MolNetEnhancer_CF_componentindex","MolNetEnhancer_CF_NrNodes","MolNetEnhancer_CF_kingdom","MolNetEnhancer_CF_kingdom_score","MolNetEnhancer_CF_superclass","MolNetEnhancer_CF_superclass_score","MolNetEnhancer_CF_class","MolNetEnhancer_CF_class_score","MolNetEnhancer_CF_subclass","MolNetEnhancer_CF_subclass_score","MolNetEnhancer_CF_Dparent","MolNetEnhancer_CF_Dparent_score","MolNetEnhancer_CF_MFramework","MolNetEnhancer_CF_MFramework_score","Qemistree_csi_smiles","Qemistree_ms2_smiles","Qemistree_ms2_library_match","Qemistree_structure_source","Qemistree_kingdom","Qemistree_superclass","Qemistree_class","Qemistree_subclass","Qemistree_direct_parent"
"67","id_2918",4.17234128626606e-16,183.901315603522,51.5225243286565,-1.08007096826784,0.00150217694994681,2.38277994400473,2.38338615510258e-09,3.46285091227258,1.21454069024196e-10,9.08217208637482e-14,3.04192831298373,-0.420922599288848,0.659148368978998,"CCALimu",-8.33333333333333e-05,0.00206921101774043,0.00891111111111111,0.00304670582197672,0.292965370667376,"Important","Significant","id_2918","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""2918.0"""",""""main.cluster index_upperinput"""":""""2918.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=617&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","","Loliolide","0.763016",3.4213,3.4213,0,"CC1(CC(CC2(C1=CC(=O)O2)C)O)C","CCMSLIB00004680136",51138120,41,2918,617,41,197.1171,1,197.1171,51138120,"617",6,"Organic compounds",1,"Organoheterocyclic compounds",0.44444444,"Prenol lipids",0.29861111,"",0.29861111,"Sesquiterpenoids",0.21527778,"Aliphatic homomonocyclic compounds",0.31944444,"CC1C=C(C(C2CCCC2)O)C(=O)O1","CC1(CC(CC2(C1=CC(=O)O2)C)O)C","Loliolide","MS2","Organic compounds","Organoheterocyclic compounds","Benzofurans","unclassified","Benzofurans"
"68","id_293",5.88518947978693e-09,246.938782076715,23.0423597512572,-3.2668402918607,2.91896533610725e-08,-0.318929171464517,0.858961542020991,2.94791112039618,8.01831841878986e-06,2.41619392676935e-07,5.30747347013637,2.35956234974018,5.62640264160088,"CCALimu",-0.000441025641025641,0.00211357502146976,0.00122222222222222,0.000929929439703471,0.118096764799359,"Important","Significant","id_293","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""293.0"""",""""main.cluster index_upperinput"""":""""293.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=760&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",8.7888,8.7888,0,"N/A","N/A",827814700,80,293,760,80,609.2707,1,609.2707,827814700,"760",4,"Organic compounds",1,"Lipids and lipid-like molecules",0.43055556,"Prenol lipids",0.40277778,"Diterpenoids",0.26388889,"Rhamnofolane and daphnane diterpenoids",0.13888889,"Aromatic heteropolycyclic compounds",0.65277778,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"69","id_2952",5.05738418932947e-09,256.593378350041,23.2641449480105,3.5241014069876,4.70819605524753e-09,2.69083694604807,8.9084166781217e-05,-0.83326446093953,0.351709268447958,2.13257446391935e-07,2.02417516050131,2.85743962144083,-0.666661785546765,"CoralLimu",0.00328891941391941,0.000197700132684653,0.000285714285714286,0.00128565886313376,0.12907568517412,"Important","Significant","id_2952","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""2952.0"""",""""main.cluster index_upperinput"""":""""2952.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.8042,0.8042,0,"N/A","N/A",337742600,47,2952,34,47,180.1017,1,180.1017,337742600,"34",7,"Organic compounds",0.85714286,"Organic acids and derivatives",0.38180272,"Carboxylic acids and derivatives",0.38180272,"Amino acids, peptides, and analogues",0.38180272,"Aminobenzoic acids",0.15476191,"Aromatic homomonocyclic compounds",0.58815193,"CCC1=CC(=CC=N1)C(=O)OCC","missing","missing","CSIFingerID","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids"
"70","id_30110",1.02208190081969e-25,626.565104658593,108.044828804981,5.07844755392838,1.21427312649303e-10,0.154795379829383,0.935883775779024,-4.92365217409899,1.21439303057969e-10,4.3325513837904e-23,-0.672548164938017,4.25110400916098,-0.8273435447674,"Coral",0.00470777849601379,0.00255992828980445,0.00336363636363636,0.00345550428746834,0.36355323216958,"Important","Significant","id_30110","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""30110.0"""",""""main.cluster index_upperinput"""":""""30110.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",7.9385,7.9385,0,"N/A","N/A",215641900,35,30110,20,35,553.3319,1,553.3319,215641900,"20",8,"Organic compounds",0.875,"Lipids and lipid-like molecules",0.59821429,"Prenol lipids",0.46428571,"Terpene lactones",0.3125,"Terpene lactones",0.17857143,"Aliphatic heteropolycyclic compounds",0.43303571,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"71","id_3046",1.14723124799545e-05,60.2086675709114,12.7735926695955,1.23979247773894,0.00152232335939873,1.93516746391643,1.58916946040311e-05,0.69537498617749,0.184893286616153,0.000133330454132111,3.99239351632346,3.29701853014597,2.05722605240703,"CoralLimu",0.00242028886146533,-0.000101960784313725,0.00195,0.0012192573508363,0.158317635541614,"Important","Significant","id_3046","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""3046.0"""",""""main.cluster index_upperinput"""":""""3046.0""""}","This Node is a Singleton","N/A","N/A","N/A",0.518,0.518,0,"N/A","N/A",74381120,90,3046,-1,90,172.9778,1,172.9778,74381120,"S216",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"C(C(=N)O)(C(=N)O)S","missing","missing","CSIFingerID","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","1,3-dicarbonyl compounds"
"72","id_31909",2.04023784922859e-16,199.087207605196,52.9855726757835,2.93258002040639,1.21459509117017e-10,0.284243205429832,0.709271645638296,-2.64833681497656,1.83556947419561e-10,4.69487875362488e-14,-0.283952772088917,2.36438404288764,-0.56819597751875,"Coral",0.00237256603046077,0.0028672035480859,0.000582611832611833,0.00198672827685986,0.248481233886406,"Important","Significant","id_31909","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""31909.0"""",""""main.cluster index_upperinput"""":""""31909.0""""}","This Node is a Singleton","N/A","N/A","N/A",6.9064,6.9064,0,"N/A","N/A",17995130,40,31909,-1,40,399.2509,1,399.2509,17995130,"S1912",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"73","id_332",4.02120222201429e-10,393.809204586206,27.0695611550029,-4.30596042367401,7.27771842790048e-10,-1.03223774275517,0.314420402792114,3.27372268091884,2.07264590237344e-05,2.47227196153458e-08,3.34145092016648,0.0677282392476387,4.37368866292165,"CCALimu",0.00191183261183261,0.00314725274725275,0.000119191919191919,0.00200680876675742,0.212571679557029,"Important","Significant","id_332","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""332.0"""",""""main.cluster index_upperinput"""":""""332.0""""}","This Node is a Singleton","N/A","N/A","N/A",0.6154,0.6154,0,"N/A","N/A",657432300,54,332,-1,54,293.063,1,293.063,657432300,"S43",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"74","id_336",7.02517569933273e-07,279.626784640118,16.3799407655493,2.08209091948093,0.0058554888449952,4.35626101942475,3.81302437957309e-07,2.27417009994382,0.00836618098560526,1.38081762362763e-05,5.12352832651845,2.84935822657463,0.767267307093701,"CoralLimu",0.00108241758241758,-0.000117647058823529,0.0029515873015873,0.000995251703920434,0.159334356649159,"Important","Significant","id_336","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""336.0"""",""""main.cluster index_upperinput"""":""""336.0""""}","This Node is a Singleton","N/A","N/A","N/A",0.5175,0.5175,0,"N/A","N/A",421677600,53,336,-1,53,268.947,1,268.947,421677600,"S45",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"75","id_3375",8.76010417526368e-06,66.8153211936397,13.1131445372851,1.12767790624962,0.00636181665369029,2.10644838241602,6.29638211213646e-06,0.978770476166399,0.0479372552130389,0.000106899816708445,3.63229046082505,2.65351998465865,1.52584207840903,"CoralLimu",0.00358952518070165,-5.93358395989975e-05,0.00412655122655123,0.00226697603917267,0.362909819118867,"Important","Significant","id_3375","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""3375.0"""",""""main.cluster index_upperinput"""":""""3375.0""""}","This Node is a Singleton","N/A","N/A","N/A",0.518,0.518,0,"N/A","N/A",56827940,87,3375,-1,87,195.9942,1,195.9942,56827940,"S222",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"76","id_344",7.51807198858732e-08,279.213635680529,19.4141283896776,2.38343009780911,0.000437403577787654,4.28338054570536,6.1942746487631e-08,1.89995044789625,0.018245363272238,2.12458076477482e-06,6.42387819895156,4.52392775105532,2.14049765324621,"CoralLimu",0.00143016591251885,0,0.0033968253968254,0.00127542412542413,0.124967167835795,"Important","Significant","id_344","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""344.0"""",""""main.cluster index_upperinput"""":""""344.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=812&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5203,0.5203,0,"N/A","N/A",824010800,74,344,812,74,402.9389,1,402.9389,824010800,"812",7,"Organic compounds",0.42857143,"Benzenoids",0.16666667,"Coumarins and derivatives",0.14285714,"",0.14285714,"Coumarins and derivatives",0.14285714,"Aromatic heteropolycyclic compounds",0.14285714,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"77","id_34654",7.75871046038999e-37,529.579165024152,213.738913924124,4.57830725800534,1.21427090604698e-10,-0.0898735042864829,0.949052970547577,-4.66818076229182,1.21427090604698e-10,1.04147756746635e-33,-0.861274136155286,3.80690662613654,-0.771400631868803,"Coral",0.00466394993894994,0.00709743002095943,0.00345744255744256,0.00510039316908512,0.560052980005036,"Important","Significant","id_34654","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34654.0"""",""""main.cluster index_upperinput"""":""""34654.0""""}","This Node is a Singleton","N/A","N/A","N/A",9.2648,9.2648,0,"N/A","N/A",57707460,38,34654,-1,38,445.2305,1,445.2305,57707460,"S2024",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"78","id_34656",1.45565952085744e-49,856.873945056286,423.924115513372,5.81202422010731,1.21427090604698e-10,-0.143025089226574,0.850369368583693,-5.95504930933388,1.21427090604698e-10,1.17238817809858e-45,-0.861274136155286,5.09377517317859,-0.718249046928712,"Coral",0.00748739750961113,0.0104141592841283,0.00354300144300144,0.00780022013301859,0.502471462428496,"Important","Significant","id_34656","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34656.0"""",""""main.cluster index_upperinput"""":""""34656.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=629&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",5.9458,5.9458,0,"N/A","N/A",153208600,42,34656,629,42,640.3177,1,640.3177,153208600,"629",15,"Organic compounds",0.8,"Lipids and lipid-like molecules",0.27111111,"Prenol lipids",0.25444444,"",0.16111111,"Macrolactams",0.09444444,"Aromatic heteropolycyclic compounds",0.32777778,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"79","id_34662",8.44530421132138e-32,459.056091433236,159.140286381574,4.2825486337675,1.21427090604698e-10,-0.0339305913878848,0.993614540779781,-4.31647922515538,1.21427090604698e-10,6.18349819254385e-29,-0.861274136155286,3.4552050890001,-0.8273435447674,"Coral",0.00500170881749829,0.00447912796697626,0.00393717948717949,0.00452038886416293,0.352542815678434,"Important","Significant","id_34662","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34662.0"""",""""main.cluster index_upperinput"""":""""34662.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",9.2642,9.2642,0,"N/A","N/A",41335860,35,34662,30,35,649.1931,1,649.1931,41335860,"30",15,"Organic compounds",1,"Phenylpropanoids and polyketides",0.44476191,"Flavonoids",0.27812169,"Flavonoid glycosides",0.20701058,"Phenolic glycosides",0.07962963,"Aromatic heteropolycyclic compounds",0.69354497,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"80","id_34667",5.84447858101931e-29,612.015756503051,133.4995860621,4.89081905555091,1.21427090604698e-10,-0.172219347479282,0.901495641928963,-5.06303840303019,1.21427534693908e-10,3.36224503510925e-26,-0.861274136155286,4.20176426687491,-0.689054788676003,"Coral",0.00239378399378399,0.0051526950174009,0.00506450216450216,0.00414969451996561,0.374334025899787,"Important","Significant","id_34667","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34667.0"""",""""main.cluster index_upperinput"""":""""34667.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=629&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",6.893,6.893,0,"N/A","N/A",103796000,38,34667,629,38,600.3614,1,600.3614,103796000,"629",15,"Organic compounds",0.8,"Lipids and lipid-like molecules",0.27111111,"Prenol lipids",0.25444444,"",0.16111111,"Macrolactams",0.09444444,"Aromatic heteropolycyclic compounds",0.32777778,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"81","id_34672",4.91071715415738e-35,661.834087880624,192.743218517005,5.00638776110995,1.21427090604698e-10,-0.366625177691712,0.536361814440133,-5.37301293880166,1.21427090604698e-10,5.65013085136908e-32,-0.861274136155286,4.51173880264638,-0.494648958463573,"Coral",0.00552380952380952,0.00687553688141923,0.0041487012987013,0.0058097568225614,0.514517160186576,"Important","Significant","id_34672","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34672.0"""",""""main.cluster index_upperinput"""":""""34672.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=783&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",5.948,5.948,0,"N/A","N/A",109145200,42,34672,783,42,566.3124,1,566.3124,109145200,"783",6,"Organic compounds",1,"Lipids and lipid-like molecules",0.44920635,"Steroids and steroid derivatives",0.4015873,"Pregnane steroids",0.20952381,"Gluco/mineralocorticoids, progestogins and derivatives",0.20952381,"Aromatic heteropolycyclic compounds",0.3984127,"CCP(=O)(O)OCCCCC1=CN(CCCC(=NCCCCCCOP(=O)(C(C)C)O)O)N=CCC1C","missing","missing","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified"
"82","id_34675",2.13227976247489e-29,420.045061211774,137.237623670877,4.09595478748086,1.21427090604698e-10,-0.0339305913878855,0.993980821282927,-4.12988537886875,1.21427534693908e-10,1.43111510058106e-26,-0.861274136155286,3.26861124271346,-0.8273435447674,"Coral",0.00180932400932401,0.00194873949579832,0.00309859584859585,0.00222973391348004,0.279621454235676,"Important","Significant","id_34675","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34675.0"""",""""main.cluster index_upperinput"""":""""34675.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=330&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",9.264,9.264,0,"N/A","N/A",35323720,34,34675,330,34,717.1806,1,717.1806,35323720,"330",5,"Organic compounds",0.6,"Phenylpropanoids and polyketides",0.3,"Flavonoids",0.2,"Flavonoid glycosides",0.2,"Flavonoid-7-O-glycosides",0.2,"Aromatic homomonocyclic compounds",0.3,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"83","id_34678",2.54166237777239e-23,352.093402722893,91.5362377228888,3.74890031215255,1.21431531496796e-10,-0.0339305913878855,0.995207411864386,-3.78283090354043,1.21447962797561e-10,8.90023860459949e-21,-0.861274136155286,2.92155676738515,-0.8273435447674,"Coral",0.00169801864801865,0.00171288269693842,0.00107878787878788,0.0015422305764411,0.19216807272166,"Important","Significant","id_34678","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34678.0"""",""""main.cluster index_upperinput"""":""""34678.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",9.2648,9.2648,0,"N/A","N/A",36254310,31,34678,30,31,581.2053,1,581.2053,36254310,"30",15,"Organic compounds",1,"Phenylpropanoids and polyketides",0.44476191,"Flavonoids",0.27812169,"Flavonoid glycosides",0.20701058,"Phenolic glycosides",0.07962963,"Aromatic heteropolycyclic compounds",0.69354497,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"84","id_34679",1.88719957273144e-34,379.812136227783,186.294518852806,3.86963495321959,1.21427090604698e-10,-0.0948587011060777,0.93167115508479,-3.96449365432567,1.21427090604698e-10,1.89993816984737e-31,-0.861274136155286,3.10321951817038,-0.766415435049208,"Coral",0.00425426093514329,0.0042243428140487,0.00454677544677545,0.0041043209628349,0.411265892021895,"Important","Significant","id_34679","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34679.0"""",""""main.cluster index_upperinput"""":""""34679.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=117&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",6.9242,6.9242,0,"N/A","N/A",23892470,39,34679,117,39,331.2631,1,331.2631,23892470,"117",4,"Organic compounds",1,"Lipids and lipid-like molecules",1,"Fatty Acyls",0.77777778,"Fatty acids and conjugates",0.55555556,"Very long-chain fatty acids",0.55555556,"Aliphatic acyclic compounds",0.77777778,"CCCCCC=CCC=CCC=CCC=CC=CCCCC(=O)O","missing","missing","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids"
"85","id_34692",1.81937935972118e-45,721.128334125097,342.438438559623,5.2766537152074,1.21427090604698e-10,-0.264150901749438,0.589793665144429,-5.54080461695684,1.21427090604698e-10,4.88442712106479e-42,-0.861274136155286,4.67953048080156,-0.597123234405847,"Coral",0.0107255189255189,0.0138239994458362,0.0057952602952603,0.0107280888717491,0.880227557803302,"Important","Significant","id_34692","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34692.0"""",""""main.cluster index_upperinput"""":""""34692.0""""}","This Node is a Singleton","N/A","N/A","N/A",5.9464,5.9464,0,"N/A","N/A",111960100,43,34692,-1,43,520.315,2,260.6575,111960100,"S2036",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"86","id_34697",5.25700770453896e-42,715.376806056855,284.622571285292,5.30402182136744,1.21427090604698e-10,-0.146567984613406,0.872028099611741,-5.45058980598085,1.21427090604698e-10,1.05849850130892e-38,-0.861274136155286,4.58931566982557,-0.714706151541878,"Coral",0.00842949549590417,0.0122632718932255,0.00279181929181929,0.00822333183545163,0.666938552729589,"Important","Significant","id_34697","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34697.0"""",""""main.cluster index_upperinput"""":""""34697.0""""}","This Node is a Singleton","N/A","N/A","N/A",5.9498,5.9498,0,"N/A","N/A",107556900,41,34697,-1,41,561.3406,2,281.1703,107556900,"S2037",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"87","id_34704",3.76468894822327e-17,340.572813360147,56.5259515746948,3.68683452400598,1.21462173652276e-10,-0.0339305913878852,0.996937611552667,-3.72076511539387,1.2250067626951e-10,9.78090477064202e-15,-0.861274136155286,2.85949097923858,-0.8273435447674,"Coral",0.00204316239316239,0.00292892156862745,0.00163888888888889,0.00218198215183509,0.237540178277152,"Important","Significant","id_34704","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34704.0"""",""""main.cluster index_upperinput"""":""""34704.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",3.7666,3.7666,0,"N/A","N/A",78438860,27,34704,118,27,386.2907,1,386.2907,78438860,"118",85,"Organic compounds",0.97647059,"Benzenoids",0.40898693,"Benzene and substituted derivatives",0.35828665,"Benzoic acids and derivatives",0.35093371,"Benzoic acid esters",0.35093371,"Aromatic homomonocyclic compounds",0.35812325,"CCCCC=CCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O","missing","missing","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines"
"88","id_36470",1.40975335760939e-12,264.817387631749,36.2952997423365,3.24943599472507,1.85250814688231e-10,-0.0339305913878853,0.997470437219852,-3.28336658611295,3.53981266520975e-09,1.47456539508909e-10,-0.861274136155286,2.42209244995767,-0.8273435447674,"Coral",0.00108547008547009,0.00120409356725146,0.000944444444444444,0.00116586335259219,0.0670774617180504,"Important","Significant","id_36470","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""36470.0"""",""""main.cluster index_upperinput"""":""""36470.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",3.6374,3.6374,0,"N/A","N/A",109268800,23,36470,118,23,360.2751,1,360.2751,109268800,"118",85,"Organic compounds",0.97647059,"Benzenoids",0.40898693,"Benzene and substituted derivatives",0.35828665,"Benzoic acids and derivatives",0.35093371,"Benzoic acid esters",0.35093371,"Aromatic homomonocyclic compounds",0.35812325,"CCCCCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O","missing","missing","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines"
