sample_id,sample_barcode,DNA_barcode,collection_label,analysis,project,site_code,site_name,distance,collection_date,collection_time,sample_type,habitat,host,trophic,site_type,metadata,lat,long,lat.long,processing,notes,rainfall,elevation,shore_dist,shore_dist_Range
WMEA_02398_Pl_1,02398,2401,PlantRoot,MS,SuperTransect,1,STAboveFalls1,0m,20190619,10:15,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63032801,-158.042535,21.63032801|-158.042535,Ship to Dorrestein lab,,1495.045044,53.65145874,2455.405499,0to3km
WMEA_02399_Pl_1,02399,NA,PlantRoot,MS,SuperTransect,1,STAboveFalls1,0m,20190619,10:15,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63032801,-158.042535,21.63032801|-158.042535,Ship to Dorrestein lab,,1495.045044,53.65145874,2455.405499,0to3km
WMEA_02400_Pl_1,02400,NA,PlantRoot,MS,SuperTransect,1,STAboveFalls1,0m,20190619,10:15,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63032801,-158.042535,21.63032801|-158.042535,Ship to Dorrestein lab,,1495.045044,53.65145874,2455.405499,0to3km
WMEA_02404_Pl_5,02404,NA,PlantShoot,MS,SuperTransect,5,STAboveFalls5,400m,20190619,10:44,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63076999,-158.039635,21.63076999|-158.039635,Ship to Dorrestein lab,,1527.713989,66.13102722,2704.71678,0to3km
WMEA_02405_Pl_5,02405,NA,PlantShoot,MS,SuperTransect,5,STAboveFalls5,400m,20190619,10:44,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63076999,-158.039635,21.63076999|-158.039635,Ship to Dorrestein lab,,1527.713989,66.13102722,2704.71678,0to3km
WMEA_02406_Pl_5,02406,NA,PlantShoot,MS,SuperTransect,5,STAboveFalls5,400m,20190619,10:44,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63076999,-158.039635,21.63076999|-158.039635,Ship to Dorrestein lab,,1527.713989,66.13102722,2704.71678,0to3km
WMEA_02410_Pl_5,02410,NA,PlantRoot,MS,SuperTransect,5,STAboveFalls5,400m,20190619,10:44,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63076999,-158.039635,21.63076999|-158.039635,Ship to Dorrestein lab,,1527.713989,66.13102722,2704.71678,0to3km
WMEA_02411_Pl_5,02411,2414,PlantRoot,MS,SuperTransect,5,STAboveFalls5,400m,20190619,10:44,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63076999,-158.039635,21.63076999|-158.039635,Ship to Dorrestein lab,,1527.713989,66.13102722,2704.71678,0to3km
WMEA_02412_Pl_5,02412,2415,PlantRoot,MS,SuperTransect,5,STAboveFalls5,400m,20190619,10:44,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63076999,-158.039635,21.63076999|-158.039635,Ship to Dorrestein lab,,1527.713989,66.13102722,2704.71678,0to3km
WMEA_02416_Pl_9,02416,NA,PlantShoot,MS,SuperTransect,9,STAboveFalls9,800m,20190619,13:19,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62911297,-158.036846,21.62911297|-158.036846,Ship to Dorrestein lab,,1567.248047,80.46780396,3043.381993,0to3km
WMEA_02417_Pl_9,02417,NA,PlantShoot,MS,SuperTransect,9,STAboveFalls9,800m,20190619,13:19,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62911297,-158.036846,21.62911297|-158.036846,Ship to Dorrestein lab,,1567.248047,80.46780396,3043.381993,0to3km
WMEA_02418_Pl_9,02418,NA,PlantShoot,MS,SuperTransect,9,STAboveFalls9,800m,20190619,13:19,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62911297,-158.036846,21.62911297|-158.036846,Ship to Dorrestein lab,,1567.248047,80.46780396,3043.381993,0to3km
WMEA_02422_Pl_9,02422,2425,PlantRoot,MS,SuperTransect,9,STAboveFalls9,800m,20190619,13:19,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62911297,-158.036846,21.62911297|-158.036846,Ship to Dorrestein lab,,1567.248047,80.46780396,3043.381993,0to3km
WMEA_02423_Pl_9,02423,NA,PlantRoot,MS,SuperTransect,9,STAboveFalls9,800m,20190619,13:19,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62911297,-158.036846,21.62911297|-158.036846,Ship to Dorrestein lab,,1567.248047,80.46780396,3043.381993,0to3km
WMEA_02424_Pl_9,02424,2427,PlantRoot,MS,SuperTransect,9,STAboveFalls9,800m,20190619,13:19,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62911297,-158.036846,21.62911297|-158.036846,Ship to Dorrestein lab,,1567.248047,80.46780396,3043.381993,0to3km
WMEA_02428_Pl_1,02428,NA,PlantShoot,MS,SuperTransect,1,STDrumRoadMakai1,0m,20190618,11:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,21.62209304|-158.019156,Ship to Dorrestein lab,,1910.119019,159.1590118,5032.380114,5to6km
WMEA_02429_Pl_1,02429,NA,PlantShoot,MS,SuperTransect,1,STDrumRoadMakai1,0m,20190618,11:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,21.62209304|-158.019156,Ship to Dorrestein lab,,1910.119019,159.1590118,5032.380114,5to6km
WMEA_02430_Pl_1,02430,NA,PlantShoot,MS,SuperTransect,1,STDrumRoadMakai1,0m,20190618,11:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,21.62209304|-158.019156,Ship to Dorrestein lab,,1910.119019,159.1590118,5032.380114,5to6km
WMEA_02434_Pl_1,02434,2437,PlantRoot,MS,SuperTransect,1,STDrumRoadMakai1,0m,20190618,11:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,21.62209304|-158.019156,Ship to Dorrestein lab,,1910.119019,159.1590118,5032.380114,5to6km
WMEA_02435_Pl_1,02435,2438,PlantRoot,MS,SuperTransect,1,STDrumRoadMakai1,0m,20190618,11:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,21.62209304|-158.019156,Ship to Dorrestein lab,,1910.119019,159.1590118,5032.380114,5to6km
WMEA_02436_Pl_1,02436,2439,PlantRoot,MS,SuperTransect,1,STDrumRoadMakai1,0m,20190618,11:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62209304,-158.019156,21.62209304|-158.019156,Ship to Dorrestein lab,,1910.119019,159.1590118,5032.380114,5to6km
WMEA_02440_Pl_5,02440,NA,PlantShoot,MS,SuperTransect,5,STDrumRoadMakai5,400m,20190618,12:25,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,21.62068103|-158.017351,Ship to Dorrestein lab,,1965.343994,176.7552032,5267.203902,5to6km
WMEA_02441_Pl_5,02441,NA,PlantShoot,MS,SuperTransect,5,STDrumRoadMakai5,400m,20190618,12:25,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,21.62068103|-158.017351,Ship to Dorrestein lab,,1965.343994,176.7552032,5267.203902,5to6km
WMEA_02442_Pl_5,02442,NA,PlantShoot,MS,SuperTransect,5,STDrumRoadMakai5,400m,20190618,12:25,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,21.62068103|-158.017351,Ship to Dorrestein lab,,1965.343994,176.7552032,5267.203902,5to6km
WMEA_02446_Pl_5,02446,2449,PlantRoot,MS,SuperTransect,5,STDrumRoadMakai5,400m,20190618,12:25,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,21.62068103|-158.017351,Ship to Dorrestein lab,,1965.343994,176.7552032,5267.203902,5to6km
WMEA_02447_Pl_5,02447,2450,PlantRoot,MS,SuperTransect,5,STDrumRoadMakai5,400m,20190618,12:25,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,21.62068103|-158.017351,Ship to Dorrestein lab,,1965.343994,176.7552032,5267.203902,5to6km
WMEA_02448_Pl_5,02448,2451,PlantRoot,MS,SuperTransect,5,STDrumRoadMakai5,400m,20190618,12:25,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62068103,-158.017351,21.62068103|-158.017351,Ship to Dorrestein lab,,1965.343994,176.7552032,5267.203902,5to6km
WMEA_02452_Pl_8,02452,NA,PlantShoot,MS,SuperTransect,8,STDrumRoadMakai8,700m,20190618,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,21.61986002|-158.015093,Ship to Dorrestein lab,,2026.730957,208.6148987,5517.577872,5to6km
WMEA_02453_Pl_8,02453,NA,PlantShoot,MS,SuperTransect,8,STDrumRoadMakai8,700m,20190618,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,21.61986002|-158.015093,Ship to Dorrestein lab,,2026.730957,208.6148987,5517.577872,5to6km
WMEA_02454_Pl_8,02454,NA,PlantShoot,MS,SuperTransect,8,STDrumRoadMakai8,700m,20190618,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,21.61986002|-158.015093,Ship to Dorrestein lab,,2026.730957,208.6148987,5517.577872,5to6km
WMEA_02458_Pl_8,02458,2461,PlantRoot,MS,SuperTransect,8,STDrumRoadMakai8,700m,20190618,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,21.61986002|-158.015093,Ship to Dorrestein lab,,2026.730957,208.6148987,5517.577872,5to6km
WMEA_02459_Pl_8,02459,2462,PlantRoot,MS,SuperTransect,8,STDrumRoadMakai8,700m,20190618,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,21.61986002|-158.015093,Ship to Dorrestein lab,,2026.730957,208.6148987,5517.577872,5to6km
WMEA_02460_Pl_8,02460,2463,PlantRoot,MS,SuperTransect,8,STDrumRoadMakai8,700m,20190618,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61986002,-158.015093,21.61986002|-158.015093,Ship to Dorrestein lab,,2026.730957,208.6148987,5517.577872,5to6km
WMEA_02464_Pl_1,02464,NA,PlantShoot,MS,SuperTransect,1,STDrumRoadMauka1,0m,20190618,10:48,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62018197,-158.014384,21.62018197|-158.014384,Ship to Dorrestein lab,,2026.730957,187.7696533,5569.793356,5to6km
WMEA_02465_Pl_1,02465,NA,PlantShoot,MS,SuperTransect,1,STDrumRoadMauka1,0m,20190618,10:48,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62018197,-158.014384,21.62018197|-158.014384,Ship to Dorrestein lab,,2026.730957,187.7696533,5569.793356,5to6km
WMEA_02466_Pl_1,02466,NA,PlantShoot,MS,SuperTransect,1,STDrumRoadMauka1,0m,20190618,10:48,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62018197,-158.014384,21.62018197|-158.014384,Ship to Dorrestein lab,,2026.730957,187.7696533,5569.793356,5to6km
WMEA_02470_Pl_1,02470,2473,PlantRoot,MS,SuperTransect,1,STDrumRoadMauka1,0m,20190618,10:48,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62018197,-158.014384,21.62018197|-158.014384,Ship to Dorrestein lab,,2026.730957,187.7696533,5569.793356,5to6km
WMEA_02471_Pl_1,02471,2474,PlantRoot,MS,SuperTransect,1,STDrumRoadMauka1,0m,20190618,10:48,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62018197,-158.014384,21.62018197|-158.014384,Ship to Dorrestein lab,,2026.730957,187.7696533,5569.793356,5to6km
WMEA_02472_Pl_1,02472,2475,PlantRoot,MS,SuperTransect,1,STDrumRoadMauka1,0m,20190618,10:48,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62018197,-158.014384,21.62018197|-158.014384,Ship to Dorrestein lab,,2026.730957,187.7696533,5569.793356,5to6km
WMEA_02476_Pl_5,02476,2479,PlantShoot,MS,SuperTransect,5,STDrumRoadMauka5,400m,20190618,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62013796,-158.011175,21.62013796|-158.011175,Ship to Dorrestein lab,,2163.144043,192.198349,5876.762145,5to6km
WMEA_02477_Pl_5,02477,2480,PlantShoot,MS,SuperTransect,5,STDrumRoadMauka5,400m,20190618,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62013796,-158.011175,21.62013796|-158.011175,Ship to Dorrestein lab,,2163.144043,192.198349,5876.762145,5to6km
WMEA_02478_Pl_5,02478,NA,PlantShoot,MS,SuperTransect,5,STDrumRoadMauka5,400m,20190618,13:35,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62013796,-158.011175,21.62013796|-158.011175,Ship to Dorrestein lab,,2163.144043,192.198349,5876.762145,5to6km
WMEA_02482_Pl_5,02482,2485,PlantRoot,MS,SuperTransect,5,STDrumRoadMauka5,400m,20190618,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62013796,-158.011175,21.62013796|-158.011175,Ship to Dorrestein lab,,2163.144043,192.198349,5876.762145,5to6km
WMEA_02483_Pl_5,02483,2486,PlantRoot,MS,SuperTransect,5,STDrumRoadMauka5,400m,20190618,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62013796,-158.011175,21.62013796|-158.011175,Ship to Dorrestein lab,,2163.144043,192.198349,5876.762145,5to6km
WMEA_02484_Pl_5,02484,NA,PlantRoot,MS,SuperTransect,5,STDrumRoadMauka5,400m,20190618,13:35,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.62013796,-158.011175,21.62013796|-158.011175,Ship to Dorrestein lab,,2163.144043,192.198349,5876.762145,5to6km
WMEA_02488_Pl_9,02488,NA,PlantShoot,MS,SuperTransect,9,STDrumRoadMauka9,800m,20190618,14:55,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61748702,-158.009308,21.61748702|-158.009308,Ship to Dorrestein lab,,2160.97998,203.6439209,6171.549698,5to6km
WMEA_02489_Pl_9,02489,NA,PlantShoot,MS,SuperTransect,9,STDrumRoadMauka9,800m,20190618,14:55,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61748702,-158.009308,21.61748702|-158.009308,Ship to Dorrestein lab,,2160.97998,203.6439209,6171.549698,5to6km
WMEA_02490_Pl_9,02490,NA,PlantShoot,MS,SuperTransect,9,STDrumRoadMauka9,800m,20190618,14:55,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61748702,-158.009308,21.61748702|-158.009308,Ship to Dorrestein lab,,2160.97998,203.6439209,6171.549698,5to6km
WMEA_02494_Pl_9,02494,NA,PlantRoot,MS,SuperTransect,9,STDrumRoadMauka9,800m,20190618,14:55,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61748702,-158.009308,21.61748702|-158.009308,Ship to Dorrestein lab,,2160.97998,203.6439209,6171.549698,5to6km
WMEA_02495_Pl_9,02495,2498,PlantRoot,MS,SuperTransect,9,STDrumRoadMauka9,800m,20190618,14:55,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61748702,-158.009308,21.61748702|-158.009308,Ship to Dorrestein lab,,2160.97998,203.6439209,6171.549698,5to6km
WMEA_02496_Pl_9,02496,NA,PlantRoot,MS,SuperTransect,9,STDrumRoadMauka9,800m,20190618,14:55,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.61748702,-158.009308,21.61748702|-158.009308,Ship to Dorrestein lab,,2160.97998,203.6439209,6171.549698,5to6km
WMEA_02512_Pl_5,02512,NA,PlantShoot,MS,SuperTransect,5,STSummit5,400m,20190621,12:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,21.59204501|-157.95775,Ship to Dorrestein lab,,4461.438965,655.0392456,12202.86537,12km
WMEA_02513_Pl_5,02513,NA,PlantShoot,MS,SuperTransect,5,STSummit5,400m,20190621,12:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,21.59204501|-157.95775,Ship to Dorrestein lab,,4461.438965,655.0392456,12202.86537,12km
WMEA_02514_Pl_5,02514,NA,PlantShoot,MS,SuperTransect,5,STSummit5,400m,20190621,12:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,21.59204501|-157.95775,Ship to Dorrestein lab,,4461.438965,655.0392456,12202.86537,12km
WMEA_02518_Pl_5,02518,2521,PlantRoot,MS,SuperTransect,5,STSummit5,400m,20190621,12:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,21.59204501|-157.95775,Ship to Dorrestein lab,,4461.438965,655.0392456,12202.86537,12km
WMEA_02519_Pl_5,02519,2522,PlantRoot,MS,SuperTransect,5,STSummit5,400m,20190621,12:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,21.59204501|-157.95775,Ship to Dorrestein lab,,4461.438965,655.0392456,12202.86537,12km
WMEA_02520_Pl_5,02520,NA,PlantRoot,MS,SuperTransect,5,STSummit5,400m,20190621,12:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,21.59204501|-157.95775,Ship to Dorrestein lab,,4461.438965,655.0392456,12202.86537,12km
WMEA_02524_Pl_9,02524,NA,PlantShoot,MS,SuperTransect,9,STSummit9,800m,20190621,10:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59369297,-157.9586,21.59369297|-157.9586,Ship to Dorrestein lab,,4461.438965,621.9540405,12044.025,12km
WMEA_02525_Pl_9,02525,NA,PlantShoot,MS,SuperTransect,9,STSummit9,800m,20190621,10:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59369297,-157.9586,21.59369297|-157.9586,Ship to Dorrestein lab,,4461.438965,621.9540405,12044.025,12km
WMEA_02526_Pl_9,02526,NA,PlantShoot,MS,SuperTransect,9,STSummit9,800m,20190621,10:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59369297,-157.9586,21.59369297|-157.9586,Ship to Dorrestein lab,,4461.438965,621.9540405,12044.025,12km
WMEA_02530_Pl_9,02530,2533,PlantRoot,MS,SuperTransect,9,STSummit9,800m,20190621,10:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59369297,-157.9586,21.59369297|-157.9586,Ship to Dorrestein lab,,4461.438965,621.9540405,12044.025,12km
WMEA_02531_Pl_9,02531,2534,PlantRoot,MS,SuperTransect,9,STSummit9,800m,20190621,10:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59369297,-157.9586,21.59369297|-157.9586,Ship to Dorrestein lab,,4461.438965,621.9540405,12044.025,12km
WMEA_02532_Pl_9,02532,2535,PlantRoot,MS,SuperTransect,9,STSummit9,800m,20190621,10:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59369297,-157.9586,21.59369297|-157.9586,Ship to Dorrestein lab,,4461.438965,621.9540405,12044.025,12km
WMEA_02606_An_M3,02606,2606,CoralType1A-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Coral,Marine,Animal,PrimaryProducer,Core Waimea,Collected by C Wall,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02607_An_M3,02607,2607,CoralType1B-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Coral,Marine,Animal,PrimaryProducer,Core Waimea,Collected by C Wall,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02608_An_M3,02608,2608,CoralType1C-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Coral,Marine,Animal,PrimaryProducer,Core Waimea,Collected by C Wall,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02609_An_M3,02609,2609,CoralType2A-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Coral,Marine,Animal,PrimaryProducer,Core Waimea,Collected by C Wall,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02610_An_M3,02610,2610,CoralType2B-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Coral,Marine,Animal,PrimaryProducer,Core Waimea,Collected by C Wall,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02611_An_M3,02611,2611,CoralType2C-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Coral,Marine,Animal,PrimaryProducer,Core Waimea,Collected by C Wall,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02612_An_M3,02612,2612,CoralType3A-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Coral,Marine,Animal,PrimaryProducer,Core Waimea,Collected by C Wall,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02613_An_M3,02613,2613,CoralType3B-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Coral,Marine,Animal,PrimaryProducer,Core Waimea,Collected by C Wall,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02614_An_M3,02614,2614,CoralType3C-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Coral,Marine,Animal,PrimaryProducer,Core Waimea,Collected by C Wall,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02615_No_M3,02615,NA,SedimentA-M3,MSandDNA,Keck,M3,UppersBeach,NA,20190620,NA,MarineSediment,Marine,Nonhost,Environmental,Core Waimea,Sand,21.63892,-158.071265,21.63892|-158.071265,Weigh,,NA,NA,821.8831811,
WMEA_02616_No_M3,02616,NA,SedimentB-M3,MSandDNA,Keck,M3,UppersBeach,NA,20190620,NA,MarineSediment,Marine,Nonhost,Environmental,Core Waimea,Sand,21.63892,-158.071265,21.63892|-158.071265,Weigh,,NA,NA,821.8831811,
WMEA_02617_No_M3,02617,NA,SedimentC-M3,MSandDNA,Keck,M3,UppersBeach,NA,20190620,NA,MarineSediment,Marine,Nonhost,Environmental,Core Waimea,Sand,21.63892,-158.071265,21.63892|-158.071265,Weigh,,NA,NA,821.8831811,
WMEA_02631_Pl_M3,02631,2631,Limu1B-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Limu,Marine,Plant,PrimaryProducer,Core Waimea,Neomeris,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02637_Pl_M3,02637,2637,Limu3B-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Limu,Marine,Plant,PrimaryProducer,Core Waimea,Jania,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02638_Pl_M3,02638,2638,Limu3C-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Limu,Marine,Plant,PrimaryProducer,Core Waimea,Jania,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02641_Pl_M3,02641,2641,Limu4C-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Limu,Marine,Plant,PrimaryProducer,Core Waimea,Unknown,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02643_Pl_M3,02643,2643,Limu5B-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Limu,Marine,Plant,PrimaryProducer,Core Waimea,Colpomenia sinuosa?,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02644_Pl_M3,02644,2644,Limu5C-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Limu,Marine,Plant,PrimaryProducer,Core Waimea,Colpomenia sinuosa?,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02645_Pl_M3,02645,2645,Limu6A-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Limu,Marine,Plant,PrimaryProducer,Core Waimea,Halimeda,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02646_Pl_M3,02646,2646,Limu6B-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Limu,Marine,Plant,PrimaryProducer,Core Waimea,Halimeda,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02647_Pl_M3,02647,2647,Limu6C-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,Limu,Marine,Plant,PrimaryProducer,Core Waimea,Halimeda,21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02648_Pl_M3,02648,NA,CCAType1A-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,CCA,Marine,Plant,PrimaryProducer,Core Waimea,"All 1 baggie, red CCA",21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02649_Pl_M3,02649,2649,CCAType1B-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,CCA,Marine,Plant,PrimaryProducer,Core Waimea,"All 1 baggie, red CCA",21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
WMEA_02650_Pl_M3,02650,2650,CCAType1C-M3,MSandDNA,Keck,M3,UppersBeach,Yes,20190620,NA,CCA,Marine,Plant,PrimaryProducer,Core Waimea,"All 1 baggie, red CCA",21.63892,-158.07127,21.63892|-158.07127,FreezeDry,,NA,NA,822.3868883,
